"Parent","parent_sku","post_parent","ID","post_status","menu_order","sku","downloadable","virtual","stock","stock_status","regular_price","sale_price","weight","length","width","height","tax_class","file_path","file_paths","download_limit","images","downloadable_files","tax:product_shipping_class","meta:attribute_pa_chain","meta:attribute_pa_color","meta:attribute_pa_diamonds","meta:attribute_pa_material","meta:attribute_pa_measure"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1941","publish","0","EGG BOX2410-M R","no","no","","instock","240,00","","","","","","","","","","","","","","r","","","115-x-165-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1942","publish","0","EGG BOX2410-M DB","no","no","","instock","240,00","","","","","","","","","","","","","","db","","","115-x-165-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1943","publish","0","EGG BOX2410-M V","no","no","","instock","240,00","","","","","","","","","","","","","","v","","","115-x-165-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1944","publish","0","EGG BOX2410-M GR","no","no","","instock","240,00","","","","","","","","","","","","","","gr","","","115-x-165-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1945","publish","0","EGG BOX2410-S R","no","no","","instock","240,00","","","","","","","","","","","","","","r","","","95-x-135-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1964","publish","4","FTD-EGG BOX2410-S R","no","no","","instock","260,00","","","","","","","","","","","","","","r","","","95-x-22-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1965","publish","3","FTD-EGG BOX2410-S V","no","no","","instock","260,00","","","","","","","","","","","","","","v","","","95-x-22-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1966","publish","2","FTD-EGG BOX2410-S GR","no","no","","instock","260,00","","","","","","","","","","","","","","gr","","","95-x-22-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1967","publish","8","FTD-EGG BOX2410-M R","no","no","","instock","290,00","","","","","","","","","","","","","","r","","","115-x-275-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1968","publish","7","FTD-EGG BOX2410-M DB","no","no","","instock","290,00","","","","","","","","","","","","","","db","","","115-x-275-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1969","publish","6","FTD-EGG BOX2410-M V","no","no","","instock","290,00","","","","","","","","","","","","","","v","","","115-x-275-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1970","publish","5","FTD-EGG BOX2410-M GR","no","no","","instock","290,00","","","","","","","","","","","","","","gr","","","115-x-275-cm"
"FTD-EGG BOX2410-S DB","FTD-EGG BOX2410-S DB VARIABLE","1785","1971","publish","1","FTD-EGG BOX2410-S DB","no","no","","instock","290,00","","","","","","","","","","","","","","db","","","95-x-22-cm"
"HS-5","HS-5 VARIABLE","1792","1991","publish","0","HG-5","no","no","","instock","220.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hs-5/HG-5.jpg","","","","g","","",""
"HS-5","HS-5 VARIABLE","1792","1992","publish","0","HS-5","no","no","","instock","220.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hs-5/HS-5.jpg","","","","s","","",""
"AS-5","AS-5 VARIABLE","1793","1881","publish","0","AG-5","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/as-5/AG-5.jpg","","","","g","","",""
"AS-5","AS-5 VARIABLE","1793","1882","publish","0","AS-5","no","no","","instock","89,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/as-5/AS-5.jpg","","","","s","","",""
"HLP-1","HLP-1 VARIABLE","1798","2597","publish","0","HOP-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hlp-1/HOP-1.jpg","","","","op","","onyx-freshwater-pearls-gold-filled",""
"HLP-1","HLP-1 VARIABLE","1798","2598","publish","0","HLP-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/hlp-1/HLP-1.jpg","","","","lp","","lapis-freshwater-pearls-gold-filled",""
"HO-1","HO-1 VARIABLE","1806","2574","publish","1","HO-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HO-1.jpg","","","","o","","",""
"HO-1","HO-1 VARIABLE","1806","2575","publish","4","HM-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HM-1.jpg","","","","m","","",""
"HO-1","HO-1 VARIABLE","1806","2576","publish","3","HL-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HL-1.jpg","","","","l","","",""
"HO-1","HO-1 VARIABLE","1806","2577","publish","2","HK-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HK-1.jpg","","","","k","","",""
"HO-1","HO-1 VARIABLE","1806","2586","publish","5","HT-1","no","no","","instock","149.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ho-1/HT-1.jpg","","","","t","","",""
"AT-1","AT-1","1807","2555","publish","1","","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AT-1.jpg","","","","t","","",""
"AT-1","AT-1","1807","2556","publish","5","AO-1","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AO-1.jpg","","","","o","","",""
"AT-1","AT-1","1807","2557","publish","4","AM-1","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AM-1.jpg","","","","m","","",""
"AT-1","AT-1","1807","2558","publish","3","AL-1","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AL-1.jpg","","","","l","","",""
"AT-1","AT-1","1807","2559","publish","2","AK-1","no","no","","instock","89.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/at-1/AK-1.jpg","","","","k","","",""
"AG-3372","AG-3372 VARIABLE","1811","2611","publish","0","AS-3372","no","no","","instock","130.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/as-3372/AS-3372.jpg","","","","s","","",""
"AG-3372","AG-3372 VARIABLE","1811","2612","publish","0","AG-3372","no","no","","instock","130.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/treasure-mountain/ag-3372/AG-3372.jpg","","","","g","","",""
"804-M","804-M VARIABLE","2115","2117","publish","2","804-M/A","no","no","","instock","296,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/804-m/804-M_A.jpeg","","","","a","","",""
"804-M","804-M VARIABLE","2115","2118","publish","3","804-M/B","no","no","","instock","296,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/804-m/804-M_B.jpeg","","","","b","","",""
"804-M","804-M VARIABLE","2115","2123","publish","1","","no","no","","instock","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/804-m/804-M.jpg","","","","m","","",""
"EGG 3046","VASE2299/8 GR VARIABLE","2725","2726","publish","0","","","","","instock","","","","","","","","","","","","","","","v","","",""
"EGG 3046","VASE2299/8 GR VARIABLE","2725","2727","publish","0","","","","","instock","","","","","","","","","","","","","","","r","","",""
"EGG 3046","VASE2299/8 GR VARIABLE","2725","2728","publish","0","","","","","instock","","","","","","","","","","","","","","","gr","","",""
"EGG 3046","VASE2299/8 GR VARIABLE","2725","2729","publish","0","","","","","instock","","","","","","","","","","","","","","","db","","",""
"TFW-01 B","TFW-01 B VARIABLE","2736","2737","publish","0","TFW-01 W","no","no","","instock","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-01-b/TFW-01-W.jpg","","","","w","","",""
"TFW-01 B","TFW-01 B VARIABLE","2736","2738","publish","0","TFW-01 LB","no","no","","instock","800","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-01-b/TFW-01-LB.jpg","","","","lb","","",""
"TFW-01 B","TFW-01 B VARIABLE","2736","2739","publish","0","TFW-01 B","no","no","","instock","800","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-01-b/TFW-01-B.jpg","","","","b","","",""
"TFW-02 B","TFW-01 B VARIABLE","2746","2749","publish","0","","","","","instock","","","","","","","","","","","","","","","w","","",""
"TFW-02 B","TFW-01 B VARIABLE","2746","2750","publish","0","","","","","instock","","","","","","","","","","","","","","","b","","",""
"TFW-02 B","TFW-02 B VARIABLE","2751","2752","publish","0","TFW-02 W","no","no","","instock","1000","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-02-b/TFW-02-W.jpg","","","","w","","",""
"TFW-02 B","TFW-02 B VARIABLE","2751","2753","publish","0","TFW-02 B","no","no","","instock","1000","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-02-b/TFW-02-B.jpg","","","","b","","",""
"TFW-03 B","TFW-03 B VARIABLE","2758","2759","publish","0","TFW-03 W","no","no","","instock","1300","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-03-b/TFW-03-W.jpg","","","","w","","",""
"TFW-03 B","TFW-03 B VARIABLE","2758","2760","publish","0","TFW-03 B","no","no","","instock","1300","","","","","","","","","","http://localhost/faberge/app/uploads/product/tf-watches/tfw-03-b/TFW-03-B.jpg","","","","b","","",""
